NumComponents,SearchSpaceSize,TotalComputeTime,HSIterations,Availability,Cost,MeanSingleInferenceTime,StdSingleInferenceTime,MeanSingleBuildBNTime,StdSingleBuildBNTime,MeanSingleBuildAppTime,StdSingleBuildAppTime
7,2258015616000,7.425912857055664,10,0.9218666666666666,7245.83,0.2979570388793945,0.020239818086945516,0.014124202728271484,0.0008444793664550814,5.3930282592773435e-05,4.707083219985987e-05
