NumComponents,SearchSpaceSize,TotalComputeTime,HSIterations,Availability,Cost,MeanSingleInferenceTime,StdSingleInferenceTime,MeanSingleBuildBNTime,StdSingleBuildBNTime,MeanSingleBuildAppTime,StdSingleBuildAppTime
2,690,4.764547109603882,10,0.9586,1331.59,0.16834642887115478,0.02013333964875747,0.005429601669311524,0.0009977955469707132,3.1495094299316405e-05,3.7020878155128456e-05
