NumComponents,SearchSpaceSize,TotalComputeTime,HSIterations,Availability,Cost,Loss,MeanSingleInferenceTime,StdSingleInferenceTime,MeanSingleBuildBNTime,StdSingleBuildBNTime,MeanSingleBuildAppTime,StdSingleBuildAppTime
5,4010400,572.0964541435242,10000,0.9291333333333334,11.0,11.0,0.23264401609247382,0.016366069391699867,0.01008339361710982,0.000385850959843926,2.774325284090909e-05,9.887003023585335e-06
