NumComponents,SearchSpaceSize,TotalComputeTime,HSIterations,Availability,Cost,MeanSingleInferenceTime,StdSingleInferenceTime,MeanSingleBuildBNTime,StdSingleBuildBNTime,MeanSingleBuildAppTime,StdSingleBuildAppTime
5,9253998000,8.416281938552856,100000,0.9246,15810.630000000001,0.2494422197341919,0.019374568161412004,0.010413002967834473,0.0005298818570981509,5.133152008056641e-05,4.074978068956235e-05
