NumComponents,SearchSpaceSize,TotalComputeTime,HSIterations,Availability,Cost,MeanSingleInferenceTime,StdSingleInferenceTime,MeanSingleBuildBNTime,StdSingleBuildBNTime,MeanSingleBuildAppTime,StdSingleBuildAppTime
2,690,4.788137912750244,10,0.956,2125.83,0.16807968616485597,0.01834870525712486,0.0053009033203125,0.0008512397076821992,3.3783912658691404e-05,4.8109897799645564e-05
