NumComponents,SearchSpaceSize,TotalComputeTime,HSIterations,Availability,Cost,MeanSingleInferenceTime,StdSingleInferenceTime,MeanSingleBuildBNTime,StdSingleBuildBNTime,MeanSingleBuildAppTime,StdSingleBuildAppTime
5,340200,5.787139654159546,10,0.9281333333333334,inf,0.24540357589721679,0.020537636392945872,0.010499286651611327,0.0009357275168528625,4.622936248779297e-05,4.235893059241315e-05
