NumComponents,SearchSpaceSize,TotalComputeTime,HSIterations,Availability,Cost,MeanSingleInferenceTime,StdSingleInferenceTime,MeanSingleBuildBNTime,StdSingleBuildBNTime,MeanSingleBuildAppTime,StdSingleBuildAppTime
4,206220300,8.431912899017334,100000,0.9246666666666666,5491.17,0.2267179012298584,0.018977056954854906,0.0089583158493042,0.0011486305989461603,5.0234794616699216e-05,5.6056771281251255e-05
