NumComponents,SearchSpaceSize,TotalComputeTime,HSIterations,Availability,Cost,Loss,MeanSingleInferenceTime,StdSingleInferenceTime,MeanSingleBuildBNTime,StdSingleBuildBNTime,MeanSingleBuildAppTime,StdSingleBuildAppTime
8,2702554398720000,80.58120894432068,1000,0.9266,4638.25,4638.25,0.31139497323469684,0.02011279160746473,0.016063018278642135,0.0007319303514642713,3.6347996104847304e-05,1.094997860137689e-05
